Слово,Слово с делением на морфемы,Орфоэпическая транскрипция,Реальное произнесение,Количество словоупотреблений,Файлы
антонины,*антон+ин/ы,* a1 n t a1 n' + i0 n / y4,* a1 n t a1 ~ + n' i0 / n,1,kta0107
антонины,*антон+ин/ы,* a1 n t a1 n' + i0 n / y4,* o1 n t a1 n' + i0 n / y4,1,uta0107
антонины,*антон+ин/ы,* a2 n t a1 n' + i0 n / y4,* a2 n t a1 n' + i0 n / e4,1,cta0107
апоплексическим,*апоплекс+ич+е+ск/им,* a1 p a2 p l' i1 k s' + i0 ch + i4 + s k' / i4 m,* a1 p a2 p l' i1 k' s' + i0 ch + i4 + s k' / i4 m,1,kta0753
апоплексическим,*апоплекс+ич+е+ск/им,* a1 p a2 p l' i1 k s' + i0 ch + i4 + s k' / i4 m,* a1 p o1 p l' i1 k s' + i0 ch + i4 + s k' / u4 m,1,ata0753
апоплексическим,*апоплекс+ич+е+ск/им,* a1 p a2 p l' i1 k s' + i0 ch + i4 + s k' / i4 m,* a1 p y1 p l' i1 k s' + i0 ch + i4 + s k' / i4 m,1,cta0753
аппарат,*аппарат,* a1 p a1 r a0 d,* a1 p a1 r a0 d,2,"ctb1650,atb1650"
аппарат,*аппарат,* a1 p a1 r a0 d,* a2 p a1 r a0 d,1,ktb1650
аппарат,*аппарат,* a1 p a1 r a0 t,* a1 p a1 r a0 t,2,"ctb0820,atb0820"
аппарат,*аппарат,* a1 p a1 r a0 t,* a2 p a1 r a0 t,1,ktb0820
арбитра,*арбитр/а,* a1 r b' i0 t r / a4,* a1 r b' i0 t r / a4,3,"cta1019,kta1019,ata1019"
аргентинской,*аргентин+ск/ой,* a1 r g' i1 n' t' i0 n + s k / a4 j,* a1 r g' i1 n t' i0 n + s k / y4,2,"kta0741,ata0741"
аргентинской,*аргентин+ск/ой,* a1 r g' i1 n' t' i0 n + s k / a4 j,* y1 r g' i1 n t' i0 n + s k / y4,1,cta0741
арии,*ари/и,* a0 r' i4 / i4,* a0 r i4 / i4,1,mtb0651
арии,*ари/и,* a0 r' i4 / i4,* a0 r' i4 /,2,"ctb0651,mtb0075"
арии,*ари/и,* a0 r' i4 / i4,* a0 r' i4 / i4,22,"ctb0075,ctb1238,ctb1351,ctb1512,gtb0075,gtb0651,ktb1238,ktb1352,ktb1512,ktb0075,ktb0651,otb0075,otb0651,stb0075,stb0651,utb0075,utb0651,atb0075,atb0651,atb1238,atb1351,atb1512"
арий,*арий,* a0 r' i4 j,* a0 r' i4,3,"ctb0051,utb0051,mtb0051"
арий,*арий,* a0 r' i4 j,* a0 r' i4 i4,1,gtb0051
арий,*арий,* a0 r' i4 j,* a0 r' i4 j,4,"ktb0051,otb0051,stb0051,atb0051"
арию,*ари/ю,* a0 r' i4 j / u4,* a0 r' i4 / i4,1,ktb1979
арию,*ари/ю,* a0 r' i4 j / u4,* a0 r' i4 / u4,10,"ctb1602,ktb1466,ktb1602,ktb0650,otb0650,utb0650,atb0650,atb1466,atb1602,atb1979"
арию,*ари/ю,* a0 r' i4 j / u4,* a0 r' i4 j / u4,3,"ctb0650,ctb1466,ctb1979"
арию,*ари/ю,* a0 r' i4 j / u4,* a0 r' u4 / u4,3,"gtb0650,stb0650,mtb0650"
арки,*арк/и,* a0 r k' / i4,* a0 r k' / i4,6,"gta0270,kta0270,sta0270,uta0270,ata0270,mta0270"
арки,*арк/и,* a0 r k' / i4,* a1 r k' / i4,1,cta0270
артистов,*артист+ов,* a1 r t' i0 s t + a4 f,* a1 r t' i0 s t + a4 f,4,"gtb0639,ktb0639,otb0639,stb0639"
артистов,*артист+ов,* a1 r t' i0 s t + a4 f,* a1 r t' i0 s t + e4 f,1,ctb0639
артистов,*артист+ов,* a1 r t' i0 s t + a4 f,* a1 r t' i0 s t + y4 f,2,"utb0639,atb0639"
артистов,*артист+ов,* a1 r t' i0 s t + a4 f,* r t' i0 s t + f,1,mtb0639
артисты,*артист/ы,* a1 r t' i0 s t / y4,* a1 r t' i0 s t / y4,3,"cta1079,kta1079,ata1079"
архитектор,*архитект+ор,* a1 r h' i1 t' e0 k t + a4 r,* a1 r h' i1 t' e0 k t + a4 r,1,ctb0073
архитектор,*архитект+ор,* a1 r h' i1 t' e0 k t + a4 r,* a1 r h' i1 t' e0 k t + e4 r,2,"ktb0073,atb0073"
архитектор,*архитект+ор,* a1 r h' i1 t' e0 k t + a4 r,* a1 r h' i1 t' e0 k t + r,1,otb0073
архитектор,*архитект+ор,* a1 r h' i1 t' e0 k t + a4 r,* a1 r h' i1 t' e0 k t + y4 r,3,"ctb1382,ktb1382,mtb0073"
архитектор,*архитект+ор,* a1 r h' i1 t' e0 k t + a4 r,* a2 r h' i1 t' e0 k t + r,1,atb1382
архитектор,*архитект+ор,* a2 r h' i1 t' e0 k t + a4 r,* a2 r h' i1 t' e0 k t + a4 r,1,stb0073
архитектор,*архитект+ор,* a2 r h' i1 t' e0 k t + a4 r,* a2 r h' i1 t' e0 k t + e4 r,1,gtb0073
архитектор,*архитект+ор,* a2 r h' i1 t' e0 k t + a4 r,* a2 r h' i1 t' e0 k t + y4 r,1,utb0073
архитекторы,*архитект+ор/ы,* a1 r h' i1 t' e0 k t + a4 r / y4,* a1 r h' i1 t' e0 k t + y4 r / y4,5,"ctb0894,ktb0884,ktb0894,atb0884,atb0894"
архитекторы,*архитект+ор/ы,* a2 r h' i1 t' e0 k t + a4 r / y4,* a2 r h' i1 t' e0 k t + y4 r / y4,1,ctb0884
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' i1 t' e1 k t + u0 r / a4,1,mtb0338
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' i1 t' i1 k t + u0 r / a4,5,"ctb0338,ktb0338,otb0338,atb0338,mtb0334"
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' i1 t' i1 k t + u0 r / e4,2,"ctb0334,atb0334"
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' i1 t' i1 k t + u0 r / y4,2,"otb0334,utb0338"
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' i1 t' k t + u0 r / y4,1,stb0334
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' t' i1 k t + u0 r / a4,1,stb0338
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r h' t' i1 k t + u0 r / y4,2,"gtb0334,ktb0334"
архитектура,*архитект+ур/а,* a1 r h' i1 t' i1 k t + u0 r / a4,* a1 r' h' i1 t' i1 k t + u0 r / o4,1,gtb0338
архитектура,*архитект+ур/а,* a2 r h' i1 t' i1 k t + u0 r / a4,* a2 r h' i1 t' i1 k t + u0 r / y4,1,utb0334
архитектурная,*архитект+ур+н/ая,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j a4,* a1 r h' i1 t' i1 k t + u0 r + n / e4 e4,1,atb0881
архитектурная,*архитект+ур+н/ая,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j a4,* a1 r h' i1 t' i1 k t + u0 r + n / y4 e4,1,ctb0881
архитектурная,*архитект+ур+н/ая,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j a4,* a1 r h' i1 t' i1 k t + u0 r + n / y4 j a4,1,ktb0881
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* a1 r h' i1 t' i1 k t + u0 r + n / y4 j,1,atb1087
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* a1 r h' t' i1 k t + u0 r + n / y4,1,ktb1087
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* a2 r h' i1 t' i1 k t + u0 r + n / y4,1,ktb0448
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* e1 r h' i1 t' i1 k t + u0 r + n / y4,3,"ctb0448,ctb1087,mtb0448"
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* y1 r h' i1 t' i1 h t + u0 r + n / y4,1,utb0448
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* y1 r h' i1 t' i1 k t + u0 r + n / y4,2,"gtb0448,otb0448"
архитектурной,*архитект+ур+н/ой,* a1 r h' i1 t' i1 k t + u0 r + n / a4 j,* y1 r h' t' i1 k t + u0 r + n / y4,1,stb0448
архитектурной,*архитект+ур+н/ой,* a2 r h' i1 t' i1 k t + u0 r + n / a4 j,* a2 r h' i1 t' i1 k t + u0 r + n / y4 j,1,atb0448
аспирантуре,*аспирант+ур/е,* a1 s p' i1 r a1 n t + u0 r' / i4,* a1 s p' i1 r a1 n t + u0 r' / i4,1,atb0910
аспирантуре,*аспирант+ур/е,* a1 s p' i1 r a1 n t + u0 r' / i4,* y1 s p' e1 r a1 n t + u0 r' / e4,1,ktb0910
аспирантуре,*аспирант+ур/е,* a1 s p' i1 r a1 n t + u0 r' / i4,* y1 s p' i1 r a1 n t + u0 r' / e4,1,ctb0910
аспирантуру,*аспирант+ур/у,* a1 s p' i1 r a1 n t + u0 r / u4,* a1 s p' e1 r a1 n t + u0 r / u4,1,gta0154
аспирантуру,*аспирант+ур/у,* a1 s p' i1 r a1 n t + u0 r / u4,* a1 s p' i1 r a1 n t + u0 r / u4,3,"uta0154,ata0154,mta0154"
аспирантуру,*аспирант+ур/у,* a1 s p' i1 r a1 n t + u0 r / u4,* y1 s p' i1 r a1 n t + u0 r / u4,3,"cta0154,kta0154,ota0154"
аспирантуру,*аспирант+ур/у,* a2 s p' i1 r a1 n t + u0 r / u4,* a2 s p' e1 r a1 n t + u0 r / u4,1,sta0154
ассенизаторами,*ассениз+а+тор/ами,* a1 s' i1 n' i1 z + a0 + t a4 r / a4 m' i4,* e1 s' i1 n' i1 z + a0 + t e4 r / y4 m' i4,1,ata0854
ассенизаторами,*ассениз+а+тор/ами,* a1 s' i1 n' i1 z + a0 + t a4 r / a4 m' i4,* y1 s y1 n' i1 z + a0 + t y4 r / y4 m' i4,1,cta0854
ассенизаторами,*ассениз+а+тор/ами,* a1 s' i1 n' i1 z + a0 + t a4 r / a4 m' i4,* y1 s' i1 n' i1 z + a0 + t e4 r / e4 m' e4,1,kta0854
аудиенции,*аудиенци/и,* a1 u1 d' i1 j e0 n c y4 / i4,* a1 u1 d' i1 e0 n c y4 /,2,"uta0497,mta0497"
аудиенции,*аудиенци/и,* a1 u1 d' i1 j e0 n c y4 / i4,* a1 u1 d' i1 j e0 n c y4 / e4,1,kta0497
аудиенции,*аудиенци/и,* a1 u1 d' i1 j e0 n c y4 / i4,* a1 u1 d' i1 j e0 n c y4 / i4,2,"cta0497,ata0497"
аудиенции,*аудиенци/и,* a1 u1 d' i1 j e0 n c y4 / i4,* a1 u1 d' i1 j e0 n c y4 / y4,1,ota0497
аудиенции,*аудиенци/и,* a1 u1 d' i1 j e0 n c y4 / i4,* e1 u1 d' i1 j e0 n c y4 / i4,1,sta0497
аудиенции,*аудиенци/и,* a1 u1 d' i1 j e0 n c y4 / i4,* o1 u1 d' i1 j e0 n c y4 / y4,1,gta0497
ах,*ах,* a0 h,* a0 h,23,"cta0503,cta0580,cta0804,cta1012,ctb0618,ctb1901,gtb0618,kta0503,kta0580,kta0804,kta1047,ktb0618,otb0618,stb0618,utb0618,atb0618,ata0503,ata0580,ata0804,ata1012,ata1047,atb1901,mtb0618"
ах,*ах,* a0 h,* a1 h,3,"cta1047,kta1012,ktb1901"
ахнула,*ах+ну+л/а,* a0 h + n u4 + l / a4,* a0 h + n u4 + l / a4,3,"cta1031,kta1031,ata1031"
баба,*баб/а,* b a0 b / a4,* b a0 b / a4,6,"cta0580,cta1022,kta0580,kta1022,ata0580,ata1022"
бабушка,*баб+ушк/а,* b a0 b + u4 sh k / a4,* b a0 b + u1 sh k / a4,1,kta0290
бабушка,*баб+ушк/а,* b a0 b + u4 sh k / a4,* b a0 b + u4 sh k /,1,uta0290
бабушка,*баб+ушк/а,* b a0 b + u4 sh k / a4,* b a0 b + u4 sh k / a4,8,"cta0290,gta0290,ktb1308,ota0290,sta0290,ata0290,atb1308,mta0290"
бабушка,*баб+ушк/а,* b a0 b + u4 sh k / a4,* b a0 b + u4 sh k / y4,1,ctb1308
бабушки,*баб+ушк/и,* b a0 b + u4 sh k' / i4,* b a0 b + u4 sh k' /,1,sta0096
бабушки,*баб+ушк/и,* b a0 b + u4 sh k' / i4,* b a0 b + u4 sh k' / e4,2,"cta0096,gta0096"
бабушки,*баб+ушк/и,* b a0 b + u4 sh k' / i4,* b a0 b + u4 sh k' / i4,5,"kta0096,ota0096,uta0096,ata0096,mta0096"
базаром,*базар/ом,* b a1 z a0 r / a4 m,* b a1 z a0 r / a4 m,1,cta0927
базаром,*базар/ом,* b a1 z a0 r / a4 m,* b a1 z a0 r / y4 m,2,"kta0927,ata0927"
базе,*баз/е,* b a0 z' / i4,* b a0 s' / e4,1,ata0850
базе,*баз/е,* b a0 z' / i4,* b a0 z' / e4,2,"cta0850,kta0850"
балаганами,*балаган/ами,* b a2 l a1 g a0 n / a4 m' i4,* b a2 l a1 g a0 n / y4 m' i4,1,cta0833
балаганами,*балаган/ами,* b a2 l a1 g a0 n / a4 m' i4,* b y1 l a1 g a0 n / y4 m' i4,1,kta0833
балаганами,*балаган/ами,* b a2 l a1 g a0 n / a4 m' i4,* b y1 l a1 k a0 n / y4 m' i4,1,ata0833
балбеса,*балбес/а,* b a1 l b' e0 s / a4,* b a1 l b' e0 s / a4,8,"cta0310,gta0310,kta0310,ota0310,sta0310,uta0310,ata0310,mta0310"
балкон,*балкон,* b a1 l k o0 n,* b a1 l k o0 n,9,"ctb1470,ctb2047,ctc1130,ktb1470,ktb2047,ktc1130,utc1130,atb1470,atb2047"
балкона,*балкон/а,* b a1 l k o0 n / a4,* b a1 l k o0 n / a4,8,"cta0456,gta0456,kta0456,ota0456,sta0456,uta0456,ata0456,mta0456"
балконе,*балкон/е,* b a1 l k o0 n' / i4,* b a1 l k o0 n' / e4,8,"cta0181,cta0182,cta0457,ctb1445,gta0182,ota0457,ata0457,mta0182"
балконе,*балкон/е,* b a1 l k o0 n' / i4,* b a1 l k o0 n' / i4,20,"ctb2045,gta0181,ktb1445,ktb2045,kta0181,kta0182,kta0457,ota0181,ota0182,sta0181,sta0457,uta0181,uta0182,uta0457,ata0181,ata0182,atb1445,atb2045,mta0181,mta0457"
балконе,*балкон/е,* b a1 l k o0 n' / i4,* b o1 k o0 n' / e4,1,gta0457
балконной,*балкон+н/ой,* b a1 l k o0 n + - / a4 j,* b a1 l k o0 n + / y4,2,"cta0694,ata0694"
балконной,*балкон+н/ой,* b a1 l k o0 n + - / a4 j,* b a1 l k o0 n + / y4 i4,1,kta0694
балконную,*балкон+н/ую,* b a1 l k o0 + n / u4 j u4,* b a1 l k o0 + n / u4 j u4,1,ctb2090
балконную,*балкон+н/ую,* b a1 l k o0 + n / u4 j u4,* b a1 l k o0 + n / u4 u4,2,"ktb2090,atb2090"
бамбук,*бамбук,* b a1 m b u0 k,* b a1 m b u0 k,3,"cta0745,kta0745,ata0745"
банок,*бан+ок,* b a0 n + a4 k,* b a0 n + a4 k,1,cta1137
баснословные,*ба+сн=о*слов+н/ые,* b a2 + s n = a1 * s l o0 v + n / y4 j i4,* b e1 + s n = a1 * s l o0 v + n / y4 i4,1,ata0848
баснословные,*ба+сн=о*слов+н/ые,* b a2 + s n = a1 * s l o0 v + n / y4 j i4,* b y1 + s n = a1 * s l o0 v + n / y4 i4,2,"cta0848,kta0848"
батум,*батум,* b a1 t u0 m,* b a1 t u0 m,3,"cta0927,kta0927,ata0927"
башни,*башн/и,* b a0 sh n' / i4,* b a0 sh n' / i4,3,"cta0836,kta0836,ata0836"
бдению,*бд+ени/ю,* b d' + e0 n' i4 j / u4,* b d' + e0 n' e4 j / u4,1,ata0877
бдению,*бд+ени/ю,* b d' + e0 n' i4 j / u4,* b d' + e0 n' i4 / u4,1,kta0877
бдению,*бд+ени/ю,* b d' + e0 n' i4 j / u4,* b d' + e0 n' i4 i4 / u4,1,cta0877
бегал,*бег+а+л,* b' e0 g + a4 + l,* b' e0 g + a4 + l,1,kta0486
бегал,*бег+а+л,* b' e0 g + a4 + l,* b' e0 g + e4 + l,1,uta0486
бегал,*бег+а+л,* b' e0 g + a4 + l,* b' e0 g + o4 + l,1,gta0486
бегал,*бег+а+л,* b' e0 g + a4 + l,* b' e0 g + y4 + l,8,"cta0486,cta0927,kta0927,ota0486,sta0486,ata0486,ata0927,mta0486"
бегите,*бег+и+те,* b' i1 g' + i0 + t' i4,* b i1 g' + i0 + d' i4,1,gta0191
бегите,*бег+и+те,* b' i1 g' + i0 + t' i4,* b' i1 g' + i0 + d' i4,1,sta0191
бегите,*бег+и+те,* b' i1 g' + i0 + t' i4,* b' i1 g' + i0 + t',1,uta0191
бегите,*бег+и+те,* b' i1 g' + i0 + t' i4,* b' i1 g' + i0 + t' i4,5,"cta0191,kta0191,ota0191,ata0191,mta0191"
бегло,*бег+л+о,* b' e0 g + l + a4,* b' e0 g + l + a4,1,cta1158
бедность,*бедн+ость,* b' e0 d n + a4 s' t',* b' e0 d n + e4 s' t',1,ata0911
бедность,*бедн+ость,* b' e0 d n + a4 s' t',* b' e0 d n + o4 s' t',1,cta0911
бедность,*бедн+ость,* b' e0 d n + a4 s' t',* b' e0 d n + y4 s' t',1,kta0911
бедняга,*бедн+яг/а,* b' i1 d n' + a0 g / a4,* b' i1 d n' + a0 g / a4,3,"ktc0964,uta0453,ata0453"
бедняга,*бедн+яг/а,* b' i1 d n' + a0 g / a4,* b' i1 d n' + a0 g / y4,5,"cta0616,ctc0964,ota0453,sta0453,utc0964"
бедняга,*бедн+яг/а,* b' i1 d' n' + a0 g / a4,* b i1 d' n' + a0 g / a4,1,mta0453
бедняга,*бедн+яг/а,* b' i1 d' n' + a0 g / a4,* b' i1 d n' + a0 g / a4,3,"cta0453,kta0616,kta0453"
бедняга,*бедн+яг/а,* b' i1 d' n' + a0 g / a4,* b' i1 d n' + a0 g / o4,1,gta0453
бедняга,*бедн+яг/а,* b' i1 d' n' + a0 g / a4,* b' i1 d' n' + a0 g / e4,1,ata0616
беднягам,*бедн+яг/ам,* b' i1 d n' + a0 g / a4 m,* b' i1 d n' + a0 g / y4 m,1,cta0770
беднягам,*бедн+яг/ам,* b' i1 d' n' + a0 g / a4 m,* b' i1 d n' + a0 g / a4 m,2,"kta0770,ata0770"
бежал,*беж+а+л,* b' i1 zh + a0 + l,* b' e1 zh + a0 + l,2,"cta1062,kta1062"
бежал,*беж+а+л,* b' i1 zh + a0 + l,* b' i1 zh + a0 + l,10,"ctb2039,ctb2040,ctb2048,ktb2039,ktb2040,ktb2048,ata1062,atb2039,atb2040,atb2048"
бежали,*беж+а+л/и,* b' i1 zh + a0 + l' / i4,* b' i1 zh + a0 + l' / i4,3,"ctb1690,ktb1690,atb1690"
бежит,*беж/ит,* b' i1 zh / y0 t,* b' e1 zh / y0 t,1,gta0103
бежит,*беж/ит,* b' i1 zh / y0 t,* b' i1 zh / y0 t,7,"cta0103,kta0103,ota0103,sta0103,uta0103,ata0103,mta0103"
без,*без,* b' i1 s,* b' e0 s,2,"gte0154,ste0154"
без,*без,* b' i1 s,* b' i0 s,1,sta0273
без,*без,* b' i1 z,* b' e0 z,1,atd0077
без,*без,* b' i1 z,* b' i0 z,1,stb0030
безвыходное,~без*выход+н/ое,~ b' i1 z * v y0 h a4 d + n / a4 j i4,~ b' i1 z * v y0 h a4 d + n / a4 e4,1,atb2113
безвыходное,~без*выход+н/ое,~ b' i1 z * v y0 h a4 d + n / a4 j i4,~ b' i1 z * v y0 h a4 d + n / y4 e4,1,ktb2113
безвыходное,~без*выход+н/ое,~ b' i1 z * v y0 h a4 d + n / a4 j i4,~ b' i1 z * v y0 h e4 d + n / e4 e4,1,ctb0962
безвыходное,~без*выход+н/ое,~ b' i1 z * v y0 h a4 d + n / a4 j i4,~ b' i1 z * v y0 h y4 d + n / y4 e4,1,ktb0962
безвыходное,~без*выход+н/ое,~ b' i1 z * v y0 h a4 d + n / a4 j i4,~ b' i1 z * v y0 h y4 d + n / y4 i4,1,ctb2113
безвыходное,~без*выход+н/ое,~ b' i1 z * v y0 h a4 d + n / a4 j i4,~ b' i1 z * v y0 h y4 d + n / y4 y4,1,atb0962
безвыходном,~без~вы*ход+н/ом,~ b' i1 z ~ v y0 * h a4 d + n / a4 m,~ b e1 z ~ v y0 * h a4 d + n / a4 m,1,gta0437
безвыходном,~без~вы*ход+н/ом,~ b' i1 z ~ v y0 * h a4 d + n / a4 m,~ b' i1 z ~ v y0 * h a4 d + n / a4 m,1,ata0437
безвыходном,~без~вы*ход+н/ом,~ b' i1 z ~ v y0 * h a4 d + n / a4 m,~ b' i1 z ~ v y0 * h a4 d + n / y4 m,1,kta0437
безвыходном,~без~вы*ход+н/ом,~ b' i1 z ~ v y0 * h a4 d + n / a4 m,~ b' i1 z ~ v y0 * h y4 d + n / e4 m,1,cta0437
безвыходном,~без~вы*ход+н/ом,~ b' i1 z ~ v y0 * h a4 d + n / a4 m,~ b' i1 z ~ v y0 * h y4 d + n / y4 m,4,"ota0437,sta0437,uta0437,mta0437"
безвыходных,~без*выход+н/ых,~ b' i1 z * v y0 h a4 d + n / y4 h,~ b' i1 z * v y0 h a4 d + n / y4 h,6,"ctb1179,ctb1553,ctb1644,ktb1179,ktb2112,atb2112"
безвыходных,~без*выход+н/ых,~ b' i1 z * v y0 h a4 d + n / y4 h,~ b' i1 z * v y0 h e4 d + n / e4 h,1,atb1179
безвыходных,~без*выход+н/ых,~ b' i1 z * v y0 h a4 d + n / y4 h,~ b' i1 z * v y0 h y4 d + n / y4 h,5,"ctb2112,ktb1553,ktb1644,atb1553,atb1644"
бездоказательно,~без~до*каз+а+тельн+о,~ b' i1 z ~ d a2 * k a1 z + a0 + t' i4 l' n + a4,~ b' i1 z ~ d e1 * k a1 z + a0 + t' e4 l' n + a4,1,ata0867
бездоказательно,~без~до*каз+а+тельн+о,~ b' i1 z ~ d a2 * k a1 z + a0 + t' i4 l' n + a4,~ b' i1 z ~ d e1 * k a1 z + a0 + t' i4 l' n + e4,1,cta0867
бездоказательно,~без~до*каз+а+тельн+о,~ b' i1 z ~ d a2 * k a1 z + a0 + t' i4 l' n + a4,~ b' i1 z ~ d y1 * k a1 z + a0 + t' i4 l' n + a4,1,kta0867
бездонку,~без*дон+к/у,~ b' i1 z * d o0 n + k / u4,~ b' e1 z * d o0 n + k / u4,2,"gtb0313,stb0313"
бездонку,~без*дон+к/у,~ b' i1 z * d o0 n + k / u4,~ b' i1 z * d o0 n + k / u4,5,"ctb0313,ktb0313,otb0313,utb0313,atb0313"
безнадежен,~без*надеж+ен,~ b' i1 z * n a1 d' o0 zh + y4 n,~ b' i1 z * n a1 d' o0 zh + e4 n,1,kta0848
безнадежен,~без*надеж+ен,~ b' i1 z * n a1 d' o0 zh + y4 n,~ b' i1 z * n a1 d' o0 zh + y4 n,1,cta0848
безнадежен,~без*надеж+ен,~ b' i1 z * n a1 d' o0 zh + y4 n,~ p' e1 s * n a1 d' o0 zh + e4 n,1,ata0848
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b e1 z * n a1 d' o0 zh + n + y4,1,gta0214
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b' e1 z * n a1 d' o0 sh + n + a4,1,ata0839
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b' e1 z * n e1 d' o0 zh + n + e4,1,mta0444
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b' i1 z * n a1 d' o0 sh + n + a4,2,"ota0444,ata0444"
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b' i1 z * n a1 d' o0 zh + n + a4,6,"cta0444,cta0839,kta0839,kta0444,ota0214,ata0214"
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b' i1 z * n a1 d' o0 zh + n + e4,2,"cta0214,kta0214"
безнадежно,~без*надеж+н+о,~ b' i1 z * n a1 d' o0 zh + n + a4,~ b' i1 z * n a1 d' o0 zh + n + y4,6,"gta0444,sta0214,sta0444,uta0214,uta0444,mta0214"
безнравственнее,~без*нрав+ств+енн+ее,~ b' i1 z * n r a0 f + s t v' + i4 n' / i4 j i4,~ b' i1 z * n r a0 f + s t v' + e4 n / e4 e4,1,atb0444
безотносительно,~без~от*нос+и+тельн+о,~ b' i1 z ~ a2 t * n a1 s' + i0 + t' i4 l' n + a4,~ b' i1 z ~ y1 t * n a1 s' + i0 + t' e4 l' n + a4,1,cta0952
безотносительно,~без~от*нос+и+тельн+о,~ b' i1 z ~ a2 t * n a1 s' + i0 + t' i4 l' n + a4,~ b' i1 z ~ y1 t * n a1 s' + i0 + t' i4 l' n + y4,2,"kta0952,ata0952"
безотчетных,~без~от*чет+н/ых,~ b' i1 z ~ a1 * ch o0 t + n / y4 h,~ b' i1 z ~ a1 * ch o0 t + n / e4 h,1,kta1048
безотчетных,~без~от*чет+н/ых,~ b' i1 z ~ a1 * ch o0 t + n / y4 h,~ b' i1 z ~ a1 * ch o0 t + n / y4 h,1,ata1048
безотчетных,~без~от*чет+н/ых,~ b' i1 z ~ a1 * ch o0 t + n / y4 h,~ b' i1 z ~ e1 * ch o0 t + n / y4 h,1,cta1048
безумием,~без*ум+и/ем,~ b' i1 z * u0 m' + i4 / j i4 m,~ b' i1 z * u0 m' + e4 / e4 m,1,kta1049
безумием,~без*ум+и/ем,~ b' i1 z * u0 m' + i4 / j i4 m,~ b' i1 z * u0 m' + i4 / e4 m,2,"cta1049,ata1049"
безумное,~без*ум+н/ое,~ b' i1 z * u0 m + n / a4 j i4,~ b' i1 z * u0 m + n / e4 e4,1,ata0564
безумное,~без*ум+н/ое,~ b' i1 z * u0 m + n / a4 j i4,~ b' i1 z * u0 m + n / y4 e4,2,"cta0564,kta0564"
